,ID,Year,Month,Data Type,Value1,Mflag1,Qflag1,Sflag1,Value2,Mflag2,Qflag2,Sflag2,Value3,Mflag3,Qflag3,Sflag3,Value4,Mflag4,Qflag4,Sflag4,Value5,Mflag5,Qflag5,Sflag5,Value6,Mflag6,Qflag6,Sflag6,Value7,Mflag7,Qflag7,Sflag7,Value8,Mflag8,Qflag8,Sflag8,Value9,Mflag9,Qflag9,Sflag9,Value10,Mflag10,Qflag10,Sflag10,Value11,Mflag11,Qflag11,Sflag11,Value12,Mflag12,Qflag12,Sflag12,Value13,Mflag13,Qflag13,Sflag13,Value14,Mflag14,Qflag14,Sflag14,Value15,Mflag15,Qflag15,Sflag15,Value16,Mflag16,Qflag16,Sflag16,Value17,Mflag17,Qflag17,Sflag17,Value18,Mflag18,Qflag18,Sflag18,Value19,Mflag19,Qflag19,Sflag19,Value20,Mflag20,Qflag20,Sflag20,Value21,Mflag21,Qflag21,Sflag21,Value22,Mflag22,Qflag22,Sflag22,Value23,Mflag23,Qflag23,Sflag23,Value24,Mflag24,Qflag24,Sflag24,Value25,Mflag25,Qflag25,Sflag25,Value26,Mflag26,Qflag26,Sflag26,Value27,Mflag27,Qflag27,Sflag27,Value28,Mflag28,Qflag28,Sflag28,Value29,Mflag29,Qflag29,Sflag29,Value30,Mflag30,Qflag30,Sflag30,Value31,Mflag31,Qflag31,Sflag31
1757,USC00187705,1961,1,PRCP,318, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,140, , ,0,58, , ,0,0, , ,0,0, , ,0,25, , ,0,226, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1758,USC00187705,1961,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,38, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,226, , ,0,0, , ,0,0, , ,0,13, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1759,USC00187705,1961,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,152, , ,0,-9999, , , ,279, , ,0,279, , ,0,279, , ,0
1834,USC00187705,1962,1,TMAX,28, , ,0,17, , ,0,39, , ,0,133, , ,0,128, , ,0,56, , ,0,122, , ,0,94, , ,0,61, , ,0,-17, , ,0,-78, , ,0,-22, , ,0,-6, , ,0,33, , ,0,122, , ,0,100, , ,0,39, , ,0,39, , ,0,0, , ,0,28, , ,0,33, , ,0,106, , ,0,122, , ,0,67, , ,0,111, , ,0,100, , ,0,100, , ,0,44, , ,0,11, , ,0,122, , ,0,33, , ,0
1835,USC00187705,1962,1,TMIN,-11, , ,0,-67, , ,0,-50, , ,0,-39, , ,0,-6, , ,0,-17, , ,0,33, , ,0,17, , ,0,-50, , ,0,-100, , ,0,-156, , ,0,-111, , ,0,-89, , ,0,-78, , ,0,6, , ,0,-6, , ,0,-67, , ,0,-72, , ,0,-56, , ,0,-56, , ,0,-44, , ,0,6, , ,0,22, , ,0,-50, , ,0,-22, , ,0,6, , ,0,33, , ,0,-39, , ,0,-56, , ,0,-6, , ,0,-128, , ,0
1836,USC00187705,1962,1,TOBS,11, , ,0,0, , ,0,33, , ,0,122, , ,0,11, , ,0,44, , ,0,83, , ,0,61, , ,0,-22, , ,0,-89, , ,0,-78, , ,0,-22, , ,0,-17, , ,0,33, , ,0,78, , ,0,33, , ,0,28, , ,0,-11, , ,0,-28, , ,0,22, , ,0,17, , ,0,100, , ,0,56, , ,0,33, , ,0,100, , ,0,50, , ,0,33, , ,0,-39, , ,0,-6, , ,0,22, , ,0,-28, , ,0
1837,USC00187705,1962,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,191, , ,0,86, , ,0,0,T, ,0,0,T, ,0,381, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,137, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,38, , ,0,0, , ,0,28, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1838,USC00187705,1962,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,38, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1839,USC00187705,1962,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, ,I,0
1840,USC00187705,1962,1,WT01,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1912,USC00187705,1963,1,TMAX,-50, , ,0,17, , ,0,17, , ,0,33, , ,0,33, , ,0,56, , ,0,61, , ,0,44, , ,0,67, , ,0,94, , ,0,94, , ,0,89, , ,0,44, , ,0,-6, , ,0,22, , ,0,39, , ,0,94, , ,0,100, , ,0,61, , ,0,133, , ,0,133, , ,0,22, , ,0,67, , ,0,44, , ,0,-11, , ,0,6, , ,0,0, , ,0,-39, , ,0,-33, , ,0,0, , ,0,0, , ,0
1913,USC00187705,1963,1,TMIN,-106, , ,0,-61, , ,0,-22, , ,0,-22, , ,0,-78, , ,0,-22, , ,0,-44, , ,0,-11, , ,0,-44, , ,0,-17, , ,0,11, , ,0,11, , ,0,-6, , ,0,-83, , ,0,-78, , ,0,-78, , ,0,-67, , ,0,11, , ,0,-44, , ,0,6, , ,0,-89, , ,0,-106, , ,0,6, , ,0,-178, , ,0,-122, , ,0,-61, , ,0,-39, , ,0,-139, , ,0,-161, , ,0,-56, , ,0,-39, , ,0
1914,USC00187705,1963,1,TOBS,-56, , ,0,11, , ,0,6, , ,0,28, , ,0,33, , ,0,44, , ,0,39, , ,0,33, , ,0,61, , ,0,89, , ,0,11, , ,0,44, , ,0,-6, , ,0,-17, , ,0,22, , ,0,39, , ,0,94, , ,0,50, , ,0,11, , ,0,133, , ,0,-61, , ,0,17, , ,0,44, , ,0,-72, , ,0,-22, , ,0,-28, , ,0,-39, , ,0,-78, , ,0,-61, , ,0,-6, , ,0,-6, , ,0
1915,USC00187705,1963,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,20, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,124, , ,0,0, , ,0,0, , ,0,36, , ,0,0, , ,0,0, , ,0,0,T, ,0,64, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0
1916,USC00187705,1963,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,102, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0
1917,USC00187705,1963,1,SNWD,152, , ,0,152, , ,0,127, , ,0,102, , ,0,102, , ,0,76, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,102, , ,0,25, , ,0,25, , ,0,25, , ,0,25, , ,0
1918,USC00187705,1963,1,WT01,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,1, , ,0,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1919,USC00187705,1963,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
1983,USC00187705,1964,1,TMAX,28, , ,0,78, , ,0,150, , ,0,150, , ,0,100, , ,0,106, , ,0,106, , ,0,67, , ,0,111, , ,0,100, , ,0,39, , ,0,28, , ,0,-56, , ,0,-56, , ,0,-6, , ,0,44, , ,0,33, , ,0,78, , ,0,78, , ,0,78, , ,0,133, , ,0,144, , ,0,139, , ,0,133, , ,0,161, , ,0,139, , ,0,111, , ,0,111, , ,0,28, , ,0,72, , ,0,67, , ,0
1984,USC00187705,1964,1,TMIN,-61, , ,0,-17, , ,0,-11, , ,0,44, , ,0,-33, , ,0,-11, , ,0,39, , ,0,-28, , ,0,-11, , ,0,-22, , ,0,-67, , ,0,-83, , ,0,-94, , ,0,-122, , ,0,-128, , ,0,-117, , ,0,-56, , ,0,-72, , ,0,-44, , ,0,0, , ,0,17, , ,0,39, , ,0,0, , ,0,-11, , ,0,0, , ,0,6, , ,0,0, , ,0,-22, , ,0,-67, , ,0,-67, , ,0,-50, , ,0
1985,USC00187705,1964,1,TOBS,22, , ,0,72, , ,0,150, , ,0,56, , ,0,94, , ,0,106, , ,0,67, , ,0,44, , ,0,100, , ,0,11, , ,0,28, , ,0,-67, , ,0,-67, , ,0,-78, , ,0,-6, , ,0,33, , ,0,33, , ,0,78, , ,0,78, , ,0,28, , ,0,133, , ,0,139, , ,0,133, , ,0,117, , ,0,139, , ,0,100, , ,0,111, , ,0,6, , ,0,28, , ,0,67, , ,0,6, , ,0
1986,USC00187705,1964,1,PRCP,188, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,178, , ,0,0, , ,0,91, , ,0,0, , ,0,0, , ,0,25, , ,0,229, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,208, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,114, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1987,USC00187705,1964,1,SNOW,76, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,229, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
1988,USC00187705,1964,1,SNWD,51, , ,0,51, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,254, , ,0,305, , ,0,305, , ,0,279, , ,0,203, , ,0,127, , ,0,76, , ,0,51, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2055,USC00187705,1965,1,TMAX,83, , ,0,39, , ,0,39, , ,0,61, , ,0,89, , ,0,89, , ,0,100, , ,0,117, , ,0,156, , ,0,56, , ,0,22, , ,0,56, , ,0,44, , ,0,44, , ,0,-50, , ,0,-67, , ,0,-67, , ,0,-17, , ,0,-6, , ,0,61, , ,0,67, , ,0,150, , ,0,144, , ,0,39, , ,0,67, , ,0,122, , ,0,122, , ,0,61, , ,0,61, , ,0,0, , ,0,-9999, , , 
2056,USC00187705,1965,1,TMIN,-17, , ,0,-11, , ,0,-22, , ,0,-11, , ,0,-22, , ,0,-39, , ,0,-28, , ,0,11, , ,0,33, , ,0,-22, , ,0,-39, , ,0,-56, , ,0,-50, , ,0,-94, , ,0,-133, , ,0,-94, , ,0,-144, , ,0,-122, , ,0,-117, , ,0,-67, , ,0,-56, , ,0,-39, , ,0,-33, , ,0,-22, , ,0,-11, , ,0,11, , ,0,17, , ,0,-33, , ,0,-61, , ,0,-106, , ,0,-9999, , , 
2057,USC00187705,1965,1,TOBS,22, , ,0,39, , ,0,39, , ,0,56, , ,0,56, , ,0,78, , ,0,78, , ,0,106, , ,0,56, , ,0,-22, , ,0,6, , ,0,33, , ,0,44, , ,0,-50, , ,0,-72, , ,0,-67, , ,0,-122, , ,0,-78, , ,0,-17, , ,0,50, , ,0,33, , ,0,144, , ,0,39, , ,0,0, , ,0,67, , ,0,122, , ,0,22, , ,0,61, , ,0,0, , ,0,-50, , ,0,-9999, , , 
2058,USC00187705,1965,1,PRCP,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,218, , ,0,76, , ,0,66, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,33, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,23, , ,0,173, , ,0,10, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0
2059,USC00187705,1965,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,114, , ,0,38, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,33, , ,0,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0
2060,USC00187705,1965,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,127, , ,0,152, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,76, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,0, , ,0
2127,USC00187705,1966,1,TMAX,194, , ,0,122, , ,0,122, , ,0,83, , ,0,83, , ,0,78, , ,0,100, , ,0,83, , ,0,-6, , ,0,106, , ,0,106, , ,0,6, , ,0,-6, , ,0,44, , ,0,39, , ,0,22, , ,0,22, , ,0,17, , ,0,22, , ,0,67, , ,0,67, , ,0,39, , ,0,22, , ,0,11, , ,0,-22, , ,0,-33, , ,0,-6, , ,0,-6, , ,0,-61, , ,0,-100, , ,0,-67, , ,0
2128,USC00187705,1966,1,TMIN,89, , ,0,39, , ,0,33, , ,0,-11, , ,0,-39, , ,0,33, , ,0,22, , ,0,-50, , ,0,-89, , ,0,-22, , ,0,-33, , ,0,-94, , ,0,-78, , ,0,-28, , ,0,-56, , ,0,-72, , ,0,-61, , ,0,-61, , ,0,-56, , ,0,-22, , ,0,-11, , ,0,-44, , ,0,-28, , ,0,-78, , ,0,-78, , ,0,-67, , ,0,-94, , ,0,-128, , ,0,-144, , ,0,-144, , ,0,-144, , ,0
2129,USC00187705,1966,1,TOBS,122, , ,0,50, , ,0,67, , ,0,78, , ,0,72, , ,0,61, , ,0,83, , ,0,-50, , ,0,-11, , ,0,106, , ,0,6, , ,0,-28, , ,0,-17, , ,0,0, , ,0,11, , ,0,-22, , ,0,17, , ,0,6, , ,0,17, , ,0,50, , ,0,39, , ,0,-28, , ,0,11, , ,0,-22, , ,0,-33, , ,0,-67, , ,0,-33, , ,0,-89, , ,0,-117, , ,0,-100, , ,0,-67, , ,0
2130,USC00187705,1966,1,PRCP,0,T, ,0,89, , ,0,13, , ,0,0, , ,0,0, , ,0,216, , ,0,10, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,15, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,109, , ,0,0, , ,0,0, , ,0,51, , ,0,76, , ,0,0, , ,0,0,T, ,0,406, , ,0,0, , ,0
2131,USC00187705,1966,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,13, , ,0,0,T, ,0,0, , ,0,0, , ,0,51, , ,0,76, , ,0,0, , ,0,0,T, ,0,406, , ,0,0, , ,0
2132,USC00187705,1966,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,127, , ,0,127, , ,0,127, , ,0,533, , ,0,533, , ,0
2133,USC00187705,1966,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2188,USC00187705,1967,1,TMAX,94, , ,0,61, , ,0,67, , ,0,61, , ,0,56, , ,0,33, , ,0,83, , ,0,94, , ,0,67, , ,0,72, , ,0,67, , ,0,78, , ,0,78, , ,0,122, , ,0,128, , ,0,128, , ,0,106, , ,0,94, , ,0,17, , ,0,61, , ,0,100, , ,0,161, , ,0,222, , ,0,228, , ,0,233, , ,0,-9999, , , ,122, , ,0,122, , ,0,117, , ,0,22, , ,0,61, , ,0
2189,USC00187705,1967,1,TMIN,-56, , ,0,-61, , ,0,6, , ,0,17, , ,0,-28, , ,0,-50, , ,0,-56, , ,0,61, , ,0,0, , ,0,28, , ,0,-33, , ,0,6, , ,0,0, , ,0,-56, , ,0,-56, , ,0,-28, , ,0,-39, , ,0,-33, , ,0,-100, , ,0,-94, , ,0,-33, , ,0,17, , ,0,61, , ,0,89, , ,0,94, , ,0,-9999, , , ,106, , ,0,17, , ,0,11, , ,0,-6, , ,0,-106, , ,0
2190,USC00187705,1967,1,TOBS,17, , ,0,50, , ,0,56, , ,0,56, , ,0,11, , ,0,22, , ,0,67, , ,0,61, , ,0,28, , ,0,50, , ,0,39, , ,0,33, , ,0,22, , ,0,122, , ,0,128, , ,0,17, , ,0,94, , ,0,17, , ,0,-39, , ,0,56, , ,0,89, , ,0,161, , ,0,217, , ,0,228, , ,0,222, , ,0,-9999, , , ,117, , ,0,117, , ,0,22, , ,0,17, , ,0,61, , ,0
2191,USC00187705,1967,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,18, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,224, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2192,USC00187705,1967,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,30, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2193,USC00187705,1967,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,25, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2194,USC00187705,1967,1,WT03,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2270,USC00187705,1968,1,TMAX,0, ,I,0,-56, , ,0,6, , ,0,33, , ,0,33, , ,0,0, , ,0,-11, , ,0,-56, , ,0,-72, , ,0,-11, , ,0,6, , ,0,11, , ,0,11, , ,0,67, , ,0,67, , ,0,50, , ,0,39, , ,0,111, , ,0,122, , ,0,111, , ,0,117, , ,0,106, , ,0,89, , ,0,72, , ,0,-33, , ,0,50, , ,0,117, , ,0,117, , ,0,128, , ,0,128, , ,0,117, , ,0
2271,USC00187705,1968,1,TMIN,-72, , ,0,-106, , ,0,-67, , ,0,-11, , ,0,-133, , ,0,-144, , ,0,-72, , ,0,-156, , ,0,-150, , ,0,-111, , ,0,-111, , ,0,-161, , ,0,-100, , ,0,11, , ,0,-17, , ,0,-72, , ,0,-111, , ,0,-50, , ,0,-67, , ,0,-33, , ,0,-28, , ,0,-56, , ,0,-6, , ,0,-67, , ,0,-72, , ,0,-111, , ,0,-67, , ,0,-11, , ,0,-6, , ,0,39, , ,0,33, , ,0
2272,USC00187705,1968,1,TOBS,-56, , ,0,-61, , ,0,6, , ,0,33, , ,0,-72, , ,0,-11, , ,0,-61, , ,0,-94, , ,0,-72, , ,0,-17, , ,0,-56, , ,0,-56, , ,0,11, , ,0,61, , ,0,50, , ,0,11, , ,0,22, , ,0,117, , ,0,111, , ,0,106, , ,0,106, , ,0,89, , ,0,72, , ,0,-50, , ,0,-39, , ,0,44, , ,0,117, , ,0,72, , ,0,122, , ,0,117, , ,0,61, , ,0
2273,USC00187705,1968,1,PRCP,74, , ,0,0, , ,0,0, , ,0,56, , ,0,0, , ,0,0, , ,0,33, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,71, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,20, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0,T, ,0,61, , ,0
2274,USC00187705,1968,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,38, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2275,USC00187705,1968,1,SNWD,102, , ,0,102, , ,0,76, , ,0,25, , ,0,25, , ,0,25, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,25, , ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2329,USC00187705,1969,1,PRCP,10, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,79, , ,0,74, , ,0,0, , ,0,15, , ,0,0, , ,0,23, , ,0,13, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,61, , ,0,15, , ,0,13, , ,0
2330,USC00187705,1969,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0
2331,USC00187705,1969,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0
2444,USC00187705,1971,1,TMAX,17, , ,0,11, , ,0,67, , ,0,72, , ,0,61, , ,0,28, , ,0,-17, , ,0,-17, , ,0,0, , ,0,0, , ,0,33, , ,0,61, , ,0,33, , ,0,67, , ,0,50, , ,0,17, , ,0,-11, , ,0,-17, , ,0,-44, , ,0,-17, , ,0,39, , ,0,67, , ,0,67, , ,0,56, , ,0,39, , ,0,94, , ,0,-6, , ,0,-44, , ,0,6, , ,0,89, , ,0,50, , ,0
